paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
38585,ketamine,C0022614,Organic Chemical,IS_A,club drug,C1456651,Organic Chemical,False,TRUE
38585,ketamine,C0022614,Organic Chemical,PRODUCES,dissociative state,C0851878,Mental or Behavioral Dysfunction,False,TRUE
38585,ketamine,C0022614,Organic Chemical,PRODUCES,depersonalization,C0011551,Mental or Behavioral Dysfunction,False,TRUE
38585,ketamine,C0022614,Organic Chemical,PRODUCES,hallucinations,C0018524,Mental or Behavioral Dysfunction,False,TRUE
38585,ketamine,C0022614,Organic Chemical,PRODUCES,amnesia,C0002622,Mental or Behavioral Dysfunction,False,TRUE
38585,ketamine,C0022614,Organic Chemical,METHOD_OF,orally,C0226896,Body Space or Junction,False,TRUE
38585,ketamine,C0022614,Organic Chemical,METHOD_OF,smoking,C0037369,Individual Behavior,False,TRUE
38585,smoking,C0037369,Individual Behavior,USES,tobacco,C0040329,Organic Chemical,False,TRUE
38585,smoking,C0037369,Individual Behavior,USES,marijuana,C0024808,Organic Chemical,False,TRUE
38585,ketamine,C0022614,Organic Chemical,METHOD_OF,iv,C0021440,Therapeutic or Preventive Procedure,False,TRUE
38585,ketamine,C0022614,Organic Chemical,METHOD_OF,injection,C0021485,Therapeutic or Preventive Procedure,False,TRUE
38585,analgesic,C0002771,Organic Chemical,TREATS,chronic pain,C0150055,Sign or Symptom,False,TRUE
38587,drug abusers,C0338666,Patient or Disabled Group,USES,drug,C0013227,Pharmacologic Substance,False,TRUE
38587,polydrug abuse,C0679272,Mental or Behavioral Dysfunction,USES,drug,C0013227,Pharmacologic Substance,False,TRUE
38587,stimulants,C0002763,Pharmacologic Substance,CO_OCCURS_WITH,opioids,C0002772,Organic Chemical,False,TRUE
38587,stimulants,C0002763,Pharmacologic Substance,CO_OCCURS_WITH,alcohol,C0001962,Organic Chemical,False,TRUE
38587,alcohol,C0001962,Organic Chemical,ASSOCIATED_WITH,tobacco smoking,C0302836,Hazardous or Poisonous Substance,False,TRUE
38587,opiates,C0221793,Organic Chemical,ASSOCIATED_WITH,tobacco smoking,C0302836,Hazardous or Poisonous Substance,False,TRUE
38587,cocaine,C0009170,Organic Chemical,ASSOCIATED_WITH,tobacco smoking,C0302836,Hazardous or Poisonous Substance,False,TRUE
38587,drug combination,C0013162,Pharmacologic Substance,PRODUCES,self-administration,C0036589,Therapeutic or Preventive Procedure,False,TRUE
38587,self-administration,C0036589,Therapeutic or Preventive Procedure,OCCURS_IN,addiction,C0085281,Mental or Behavioral Dysfunction,False,TRUE
38587,hallucinogens,C0018533,Pharmacologic Substance,CONSISTS_OF,mdma,C0115471,Organic Chemical,False,TRUE
38587,hallucinogens,C0018533,Pharmacologic Substance,CONSISTS_OF,lsd,C0024334,Organic Chemical,False,TRUE
38587,club drugs,C1456651,Organic Chemical,CONSISTS_OF,ghb,C0000503,Organic Chemical,False,TRUE
38587,club drugs,C1456651,Organic Chemical,CONSISTS_OF,ketamine,C0022614,Organic Chemical,False,TRUE
38587,club drugs,C1456651,Organic Chemical,CONSISTS_OF,flunitrazepam,C0016296,Organic Chemical,False,TRUE
38587,hallucinogens,C0018533,Pharmacologic Substance,CO_OCCURS_WITH,club drugs,C1456651,Organic Chemical,False,TRUE
38588,cocaine abuse,C0009171,Mental or Behavioral Dysfunction,CO_OCCURS_WITH,methadone,C0025605,Organic Chemical,False,TRUE
38590,psychoactive substances,C0682880,Pharmacologic Substance,PRODUCES,metabolites,C0870883,Biologically Active Substance,False,TRUE
38590,hospitalization,C0019993,Health Care Activity,MANAGES,polydrug abuse,C0679272,Mental or Behavioral Dysfunction,False,TRUE
38590,residential care,C1456630,Health Care Activity,MANAGES,polydrug abuse,C0679272,Mental or Behavioral Dysfunction,False,TRUE
38590,hospitalization,C0019993,Health Care Activity,CO_OCCURS_WITH,detoxification,C0025516,Organism Function,False,TRUE
38590,residential care,C1456630,Health Care Activity,CO_OCCURS_WITH,detoxification,C0025516,Organism Function,False,TRUE
38590,detoxification,C0025516,Organism Function,PRECEDES,drug abstinence,C0237443,Individual Behavior,False,TRUE
38593,tobacco,C0040329,Organic Chemical,PRODUCES,smoke,C0037366,Hazardous or Poisonous Substance,False,TRUE
38593,pipes,C0071109,Organic Chemical,USES,tobacco,C0040329,Organic Chemical,False,TRUE
38593,absorption,C2347023,Organism Function,OCCURS_IN,oral mucosa,C0026639,"Body Part, Organ, or Organ Component",False,TRUE
38593,nicotine,C0028040,Organic Chemical,IS_A,drug,C0013227,Pharmacologic Substance,False,TRUE
38593,inhale,C0004048,Organism Function,OCCURS_IN,lung,C0024109,"Body Part, Organ, or Organ Component",False,TRUE
38593,acidic,C0001128,Chemical,PROPERTY_OF,smoke,C0037366,Hazardous or Poisonous Substance,False,TRUE
38593,absorption,C2347023,Organism Function,OCCURS_IN,mouth,C0226896,Body Space or Junction,False,TRUE
38593,inhalation,C0004048,Organism Function,OCCURS_IN,lungs,C0024109,"Body Part, Organ, or Organ Component",False,TRUE
38593,smoke,C0037366,Hazardous or Poisonous Substance,LOCATION_OF,lung,C0024109,"Body Part, Organ, or Organ Component",False,TRUE
38593,heart disease,C0018799,Disease or Syndrome,MANIFESTATION_OF,tobacco use,C0543414,Individual Behavior,False,TRUE
38593,lung disease,C0024115,Disease or Syndrome,MANIFESTATION_OF,tobacco use,C0543414,Individual Behavior,False,TRUE
38593,lung cancer,C0242379,Neoplastic Process,MANIFESTATION_OF,tobacco use,C0543414,Individual Behavior,False,TRUE
38594,genes,C0017337,Gene or Genome,ASSOCIATED_WITH,nicotine addiction,C0085281,Mental or Behavioral Dysfunction,False,TRUE
38594,genes,C0017337,Gene or Genome,AFFECTS,nicotine,C0028040,Organic Chemical,False,TRUE
38594,genes,C0017337,Gene or Genome,ASSOCIATED_WITH,tobacco,C0040329,Organic Chemical,False,TRUE
38594,genes,C0017337,Gene or Genome,ASSOCIATED_WITH,drugs,C0013227,Pharmacologic Substance,False,TRUE
38594,genetic susceptibility,C0314657,Organism Attribute,AFFECTS,addiction,C0085281,Mental or Behavioral Dysfunction,False,TRUE
38594,adolescent,C0205653,Age Group,USES,tobacco,C0040329,Organic Chemical,False,TRUE
38596,cigarette use,C0694535,Individual Behavior,CAUSES,deaths,C0011065,Organism Function,False,TRUE
38596,cigarette smoking,C0239059,Hazardous or Poisonous Substance,CAUSES,deaths,C0011065,Organism Function,False,TRUE
38597,coronary artery disease,C0010054,Disease or Syndrome,IS_A,disease,C0012634,Disease or Syndrome,False,TRUE
38597,stroke,C0038454,Disease or Syndrome,IS_A,disease,C0012634,Disease or Syndrome,False,TRUE
38597,smoking,C0037369,Individual Behavior,CAUSES,disease,C0012634,Disease or Syndrome,False,TRUE
38598,cigarette smoking,C0239059,Hazardous or Poisonous Substance,INTERACTS_WITH,hypertension,C0020538,Disease or Syndrome,False,TRUE
38600,nicotine,C0028040,Organic Chemical,ASSOCIATED_WITH,addiction,C0085281,Mental or Behavioral Dysfunction,False,TRUE
38600,tobacco use,C0543414,Individual Behavior,CAUSES,disease,C0012634,Disease or Syndrome,False,TRUE
38601,behavioral,C0004927,Behavior,ASSOCIATED_WITH,associations,C0004083,Mental Process,False,TRUE
38601,nicotine,C0028040,Organic Chemical,ASSOCIATED_WITH,tobacco,C0040329,Organic Chemical,False,TRUE
38601,nicotine,C0028040,Organic Chemical,PRODUCES,psychoactive effects,C0033978,Pharmacologic Substance,False,TRUE
38602,tobacco,C0040329,Organic Chemical,CONTAINS,nicotine,C0028040,Organic Chemical,False,TRUE
38602,tobacco,C0040329,Organic Chemical,CONTAINS,carcinogens,C0007090,Hazardous or Poisonous Substance,False,TRUE
38602,tobacco,C0040329,Organic Chemical,CONTAINS,toxicants,C0599787,Hazardous or Poisonous Substance,False,TRUE
38602,smoke,C0037366,Hazardous or Poisonous Substance,CONTAINS,nicotine,C0028040,Organic Chemical,False,TRUE
38602,volatilization,C0042945,Natural Phenomenon or Process,PRODUCES,compounds,C0010124,Organic Chemical,False,TRUE
38602,pyrosynthesis,C0220781,Biologic Function,PRODUCES,compounds,C0010124,Organic Chemical,False,TRUE
38602,volatilization,C0042945,Natural Phenomenon or Process,PROCESS_OF,tobacco,C0040329,Organic Chemical,False,TRUE
38602,pyrolysis,C4704760,Natural Phenomenon or Process,PROCESS_OF,tobacco,C0040329,Organic Chemical,False,TRUE
38602,pyrosynthesis,C0220781,Biologic Function,PROCESS_OF,tobacco,C0040329,Organic Chemical,False,TRUE
38613,bladder,C0005682,"Body Part, Organ, or Organ Component",IS_A,urinary organs,C0260312,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,lung,C0024109,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,oral cavity,C0226896,Body Space or Junction,False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,hypopharynx,C0020629,Body Location or Region,False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,nasal cavity,C0027423,Body Space or Junction,False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,paranasal sinuses,C0030471,Body Space or Junction,False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,larynx,C0023078,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,esophagus,C0014876,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,stomach,C0038351,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,pancreas,C0030274,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,liver,C0023884,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,colon,C0009368,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,rectum,C0034896,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,kidney,C0022646,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,ureter,C0041951,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,urinary bladder,C0005682,"Body Part, Organ, or Organ Component",False,TRUE
38620,cancer,C0006826,Neoplastic Process,OCCURS_IN,uterine cervix,C0007874,"Body Part, Organ, or Organ Component",False,TRUE
38620,smoking,C0037369,Individual Behavior,CAUSES,cancer,C0006826,Neoplastic Process,False,TRUE
38620,cigarette smoking,C0239059,Hazardous or Poisonous Substance,INTERACTS_WITH,alcohol use,C0001948,Individual Behavior,False,TRUE
38652,veterans,C0042610,Population Group,EXHIBITS,angry,C0002957,Mental Process,False,TRUE
38653,ptsd,C0038436,Mental or Behavioral Dysfunction,IS_A,mental disorder,C0004936,Mental or Behavioral Dysfunction,False,TRUE
38653,ptsd,C0038436,Mental or Behavioral Dysfunction,IS_A,disorder,C0012634,Disease or Syndrome,False,TRUE
38654,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,distress,C0231303,Mental Process,False,TRUE
38654,person,C0027361,Population Group,EXHIBITS,nightmares,C0028084,Sign or Symptom,False,TRUE
38654,person,C0027361,Population Group,EXHIBITS,flashbacks,C0236720,Mental or Behavioral Dysfunction,False,TRUE
38654,person,C0027361,Population Group,EXHIBITS,avoidance symptoms,C0870186,Mental Process,False,TRUE
38654,crowded mall,C0010383,Social Behavior,CAUSES,alertness,C1443086,Mental Process,False,TRUE
38654,ptsd,C0038436,Mental or Behavioral Dysfunction,IS_A,physiologically-based response,C1327614,Physiologic Function,False,TRUE
38654,trauma,C0043251,Injury or Poisoning,CAUSES,physiologically-based response,C1327614,Physiologic Function,False,TRUE
38655,neuroendocrine dysregulation,C0027912,Body System,ASSOCIATED_WITH,ptsd,C0038436,Mental or Behavioral Dysfunction,False,TRUE
38655,ans,C0004388,Body System,ASSOCIATED_WITH,ptsd,C0038436,Mental or Behavioral Dysfunction,False,TRUE
38655,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,hypertension,C0020538,Disease or Syndrome,False,TRUE
38655,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,cardiovascular disease,C0007222,Disease or Syndrome,False,TRUE
38655,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,cell-mediated immune dysfunction,C0020522,Pathologic Function,False,TRUE
38655,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,risky behaviors,C0004927,Behavior,False,TRUE
38655,risky behaviors,C0004927,Behavior,CONSISTS_OF,aggression,C0001807,Individual Behavior,False,TRUE
38655,withdrawal symptoms,C0087169,Sign or Symptom,ASSOCIATED_WITH,prescription pain,C0033080,Health Care Activity,False,TRUE
38655,withdrawal symptoms,C0087169,Sign or Symptom,ASSOCIATED_WITH,sleep medications,C0013227,Pharmacologic Substance,False,TRUE
38657,animal models,C0599779,Animal,USES,blast,C0337026,Natural Phenomenon or Process,False,TRUE
38657,neuroimaging studies,C0679575,Diagnostic Procedure,CONSISTS_OF,diffusion tensor imaging,C1537007,Diagnostic Procedure,False,TRUE
38657,blast,C0337026,Natural Phenomenon or Process,CAUSES,putative abnormalities,C0000768,Congenital Abnormality,False,TRUE
38657,exposure,C0274281,Injury or Poisoning,CAUSES,putative abnormalities,C0000768,Congenital Abnormality,False,TRUE
38658,tbi,C0043162,Therapeutic or Preventive Procedure,CONSISTS_OF,head injuries,C0018674,Injury or Poisoning,False,TRUE
38658,closed head injuries,C0085094,Injury or Poisoning,CONSISTS_OF,concussion,C0006107,Injury or Poisoning,False,TRUE
38658,blasts,C0337026,Natural Phenomenon or Process,CAUSES,concussion/ mtbi,C0006107,Injury or Poisoning,False,TRUE
38659,tbi,C0043162,Therapeutic or Preventive Procedure,CONSISTS_OF,concussion/ mtbi,C0006107,Injury or Poisoning,False,TRUE
38659,blow,C0009170,Organic Chemical,LOCATION_OF,head,C0018670,Body Location or Region,False,TRUE
38659,concussion/mtbi,C0006107,Injury or Poisoning,CAUSES,brief loss of consciousness,C0234431,Mental or Behavioral Dysfunction,False,TRUE
38659,concussion/mtbi,C0006107,Injury or Poisoning,CAUSES,pta,C0015522,"Amino Acid, Peptide, or Protein",False,TRUE
38659,concussions,C0006107,Injury or Poisoning,ASSOCIATED_WITH,pta,C0015522,"Amino Acid, Peptide, or Protein",False,TRUE
38667,clinical depression,C2362914,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,injury,C3263722,Injury or Poisoning,False,TRUE
38667,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,injury,C3263722,Injury or Poisoning,False,TRUE
38670,tbi,C0043162,Therapeutic or Preventive Procedure,IS_A,battlefield head injuries,C0018674,Injury or Poisoning,False,TRUE
38670,tbi,C0043162,Therapeutic or Preventive Procedure,EXHIBITS,coma,C0009421,Disease or Syndrome,False,TRUE
38670,tbi,C0043162,Therapeutic or Preventive Procedure,EXHIBITS,pta,C0015522,"Amino Acid, Peptide, or Protein",False,TRUE
38670,tbi,C0043162,Therapeutic or Preventive Procedure,CAUSES,air evacuation,C1282573,Therapeutic or Preventive Procedure,False,TRUE
38670,air evacuation,C1282573,Therapeutic or Preventive Procedure,OCCURS_IN,battlefield,C4321302,Therapeutic or Preventive Procedure,False,TRUE
38671,concussion/mtbi,C0006107,Injury or Poisoning,AFFECTS,concentration,C0086045,Mental Process,False,TRUE
38671,concussion/mtbi,C0006107,Injury or Poisoning,AFFECTS,memory,C0025260,Mental Process,False,TRUE
38671,pcs,C1864389,Disease or Syndrome,IS_A,postconcussive symptoms,C0546983,Disease or Syndrome,False,TRUE
38672,sleep disorders,C0851578,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,pcs,C1864389,Disease or Syndrome,False,TRUE
38672,ptsd,C0038436,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,pcs,C1864389,Disease or Syndrome,False,TRUE
38672,depression,C0011570,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,pcs,C1864389,Disease or Syndrome,False,TRUE
38672,grief,C0018235,Mental Process,ASSOCIATED_WITH,pcs,C1864389,Disease or Syndrome,False,TRUE
38672,substance use disorders,C0038586,Mental or Behavioral Dysfunction,ASSOCIATED_WITH,pcs,C1864389,Disease or Syndrome,False,TRUE
38672,chronic pain,C0150055,Sign or Symptom,ASSOCIATED_WITH,pcs,C1864389,Disease or Syndrome,False,TRUE
38672,bereavement,C0005119,Mental Process,CONCEPTUALLY_RELATED_TO,death,C0011065,Organism Function,False,TRUE
38673,explosion,C0005700,Injury or Poisoning,PRODUCES,injury,C3263722,Injury or Poisoning,False,TRUE
38673,blast wave,C1413226,Gene or Genome,CAUSES,injury,C3263722,Injury or Poisoning,False,TRUE
38675,primary care visits,C0033137,Health Care Activity,CONTAINS,brief physical exam,C0031809,Health Care Activity,False,TRUE
38677,barriers,C1706912,Medical Device,BRINGS_ABOUT,complexity,C1706241,Amino Acid Sequence,False,TRUE
38677,avoidance symptoms,C0870186,Mental Process,MANIFESTATION_OF,ptsd,C0038436,Mental or Behavioral Dysfunction,False,TRUE
38678,evaluation,C0220825,Health Care Activity,EVALUATION_OF,veterans,C0042610,Population Group,False,TRUE
38680,self-medication,C0036600,Individual Behavior,USES,alcohol,C0001962,Organic Chemical,False,TRUE
38681,separations,C0237868,Social Behavior,CONCEPTUALLY_RELATED_TO,family,C0015576,Family Group,False,TRUE
38683,benzodiazepines,C0005064,Organic Chemical,TREATS,anxiety,C0003467,Mental or Behavioral Dysfunction,False,TRUE
38684,assessment,C0031809,Health Care Activity,EVALUATION_OF,intent,C0162425,Mental Process,False,TRUE
38685,alcohol/substance screen,C0001975,Organic Chemical,EVALUATION_OF,alcohol,C0001962,Organic Chemical,False,TRUE
38687,family members service,C0086282,Family Group,AFFECTS,family,C0015576,Family Group,False,TRUE
38689,screening,C0199230,Diagnostic Procedure,EVALUATION_OF,alcohol misuse,C0001948,Individual Behavior,False,TRUE
38689,screening,C0199230,Diagnostic Procedure,OCCURS_IN,veterans,C0042610,Population Group,False,TRUE
38689,screening tools,C0199230,Diagnostic Procedure,USES,primary care,C0033137,Health Care Activity,False,TRUE
38690,injury,C3263722,Injury or Poisoning,CAUSES,loss of memory,C0002622,Mental or Behavioral Dysfunction,False,TRUE
38690,assessment,C0031809,Health Care Activity,EVALUATION_OF,pcs,C1864389,Disease or Syndrome,False,TRUE
38690,injury,C3263722,Injury or Poisoning,CAUSES,pcs,C1864389,Disease or Syndrome,False,TRUE
38690,pcs,C1864389,Disease or Syndrome,MANIFESTATION_OF,headaches,C0018681,Sign or Symptom,False,TRUE
38690,pcs,C1864389,Disease or Syndrome,MANIFESTATION_OF,dizziness,C0012833,Sign or Symptom,False,TRUE
38690,pcs,C1864389,Disease or Syndrome,MANIFESTATION_OF,nausea,C0027497,Sign or Symptom,False,TRUE
38690,pcs,C1864389,Disease or Syndrome,MANIFESTATION_OF,insomnia,C0917801,Sign or Symptom,False,TRUE
38692,referrals,C0034927,Health Care Activity,OCCURS_IN,patient-centered primary care structure,C0243024,Health Care Activity,False,TRUE
38693,depression,C0011570,Mental or Behavioral Dysfunction,IS_A,disorders,C0012634,Disease or Syndrome,False,TRUE
38693,ptsd,C0038436,Mental or Behavioral Dysfunction,IS_A,disorders,C0012634,Disease or Syndrome,False,TRUE
38693,risk assessment,C0086930,Health Care Activity,EVALUATION_OF,homicide,C0019872,Individual Behavior,False,TRUE
